195304	535	670213899
195304	562	703553470
194428	100	108431346
194428	106	114522538
194314	92	89560010
194314	93	92904843
194711	46	41794983
196438	960	824162377
196438	968	830701161
196438	1003	860346525
196438	1004	861256632
196438	1004	861311665
196438	1039	891478435
196438	1041	892898244
196438	1047	898329959
196453	127	121971670
196453	151	144624677
196202	51	47937050
196202	55	51690852
196531	398	566732298
196531	418	595468058
196048	42	68723996
196239	477	457348635
196239	484	463477781
194050	764	719720419
194050	793	747846167
194050	803	758167751
194117	24	22097495
194120	63	49722523
196239	232	235468832
194150	246	304942068
194455	169	251165720
196048	12	19609707
196027	95	148109282
195937	124	102007525
194224	284	431986451
194224	291	441535161
194050	622	589108781
194050	834	787386238
194050	864	816231962
195915	694	994885032
195915	701	1002675957
194712	81	60280696
194702	4	3889171
194702	51	54009333
194702	58	61571665
194702	61	63676079
194702	68	71292313
194702	77	80751003
196364	256	264721606
196364	425	421185359
196364	474	464324675
195378	253	313559502
195378	298	375533990
194897	47	86684256
194897	48	87331106
194897	55	100789273
194897	88	159168667
194897	88	158605947
194912	214	348922879
194912	232	383365416
194912	295	496432066
194912	320	539319668
194428	441	436633130
195378	723	873041357
195378	744	893596946
195378	756	905774825
195378	761	910988952
195378	1028	1155842845
195915	769	1075034487
195915	789	1096089573
195930	101	76763513
195930	135	101940249
195930	167	130249797
194464	138	202922812
194464	148	216738075
196362	31	38264338
196362	81	98245717
196362	87	104627258
196364	252	261157118
196364	136	145233926
196364	150	159761286
196364	159	168698495
195948	355	569811456
195948	355	569769778
195948	378	600103078
195948	389	614937032
195948	399	627682845
195948	402	631715259
195398	900	753432232
195398	926	773019592
195398	969	804224328
195398	996	823461533
194050	1866	1626591699
194050	1871	1631424870
194210	177	173043268
194210	355	331845874
195304	459	574501708
195304	487	610019263
195304	508	636629361
196047	21	36929349
196364	634	597004175
196197	147	190346972
196197	163	220296017
196197	169	230963669
196349	82	65189168
195930	494	438780090
195930	541	479231091
195930	514	456425967
196437	144	136506102
194455	230	358117785
196218	622	898961869
194464	135	199025566
194712	471	332301482
194712	621	466361268
194480	398	355406197
194480	404	360877273
194480	538	489723076
195304	773	907241431
196452	807	1088999756
194789	283	372322683
194789	378	482891426
194789	411	519742207
194429	4	3073511
194429	7	5725601
194429	66	62271634
194429	87	82798663
194429	104	99862550
194429	137	132267769
195552	1101	1326046583
195552	1138	1355772020
195950	434	435116546
195950	475	471184043
195950	486	480418735
196438	256	214763924
195656	8	6969719
195399	223	182062810
194315	301	381796247
194150	78	74347249
194150	79	76005984
194455	74	71942908
194455	113	148159467
194455	121	162707729
194455	128	175731058
194643	275	343882094
194643	282	351733714
195013	412	614891073
194644	38	42248738
194644	55	60480670
196250	127	228256870
196250	176	308063457
196250	203	350950181
196250	206	356017514
196250	212	365426635
196250	223	381295455
196197	89	80670863
196197	97	96483414
196197	129	158197765
194897	24	44368387
195014	71	89413288
195014	93	117171694
195014	119	147712442
195014	137	169293988
194439	46	16276660
195774	523	845569380
194702	164	168859519
194702	187	191965175
195147	159	68422179
195147	391	461447960
195775	107	99684183
195775	131	121498328
195775	140	129521875
195552	395	601335415
195552	407	616022063
195552	410	620082176
195552	411	621850992
195552	414	624941186
194050	647	610284041
194050	841	794322658
195147	449	544986493
195147	464	566039143
195147	511	633159325
195147	518	642297169
195147	557	694846908
196218	129	158867248
196218	286	429521568
195552	746	1002077804
194533	179	244031170
194050	1053	988206031
194050	1108	1035478601
195530	266	397180979
195530	294	433563397
195530	296	436384602
195530	303	445617041
195530	323	470627500
195774	476	782955432
195774	599	940488953
194150	278	344593948
194712	107	78946859
194712	133	97981538
194712	265	192170109
195304	972	1078351001
195304	1101	1181321488
195378	204	242890712
194150	284	351365052
194455	296	463139141
194789	56	78387775
194789	66	92501955
195013	345	514525139
195013	354	527340349
195397	383	564275100
195397	465	664462716
194790	14	13532677
195147	197	137567629
195147	241	216914847
195147	242	218007703
194108	431	422389335
194108	440	431304351
194108	490	481968029
194108	495	486295409
194076	280	299342518
195378	117	103769274
195378	254	315624861
195147	263	254490113
195147	268	262769004
195147	358	410350544
196334	190	276042025
196334	193	281458137
196334	205	303352851
196334	215	320030687
196334	222	331576400
196250	332	542653396
196437	15	14550395
196437	30	28564837
196218	607	879428606
196218	802	1108160888
196218	820	1128560874
194428	460	453516747
196364	616	582552613
196364	794	721279098
196453	1425	1257735367
196453	1454	1282628751
196349	231	345172568
196349	241	361969064
195868	13	23036284
195868	27	46675332
195868	20	34960854
195552	100	172957991
195552	109	187703310
195552	112	192332752
195552	112	192011103
195868	92	159206278
195868	116	197652945
195868	129	219223723
195868	131	221412556
195378	683	832354206
196438	649	541244754
196438	723	610958811
195251	199	344761055
195112	2	2109363
194428	28	30427303
194533	557	749099064
194533	641	835268752
194533	690	881976841
195915	97	175785102
195915	112	201951042
194704	80	75779073
194480	571	519421081
194480	576	524598310
194480	604	550192696
194480	631	574444829
194480	646	587983489
196452	342	480482956
196452	386	548174445
196452	377	534587132
195398	635	547071715
195398	719	614668287
194115	594	561039937
194115	602	567593644
194115	603	568393635
194115	318	297380292
196453	297	275842236
195915	53	98033159
194480	1186	1028876629
193834	28	9788636
194428	7	6978595
195552	1178	1387009422
195552	1196	1401161109
195552	1225	1423333296
196531	230	312077088
196531	264	367539506
196531	276	386596412
196531	292	410723742
196531	290	407245128
196531	315	445979781
196239	1018	917665344
194480	304	263376526
194480	335	292393738
194480	375	332801788
194480	375	332867892
194480	380	337370959
195929	13	9736369
195929	29	22636139
195937	96	79825294
195937	159	130861589
195937	196	160424729
195390	219	174317886
195390	226	180037242
195390	307	241024896
195530	25	40330479
195530	76	121368823
195530	78	125111462
194052	21	19647493
194052	71	68262576
194912	62	36125747
195398	1219	977506541
195398	1225	981544733
195398	1239	990718923
195398	1284	1020229586
195398	1299	1029383731
194825	135	131209857
194429	845	739237823
195113	77	103340563
195113	77	103168182
195552	1747	1892948764
195774	128	244943239
195774	130	248730730
195774	196	361503474
194455	254	399318365
194464	54	81442743
194789	146	200906631
194789	183	248244908
194789	186	252527263
194789	216	291124046
195378	645	793228944
196452	236	307280782
196197	506	754654457
196197	552	814195806
196197	557	821570720
194704	106	100494488
194704	156	146092453
194704	181	168647613
196218	328	495706318
196218	371	560360842
196453	258	241908498
194644	15	15770597
195655	235	273148132
195655	187	220234187
195655	233	271093265
194778	66	36299194
194778	112	117987208
194115	158	136911268
194115	189	156693804
194699	104	127223571
194699	117	141974631
194699	121	147610745
194699	121	146785711
194699	127	154022608
194699	142	172265330
194699	158	190607223
194699	164	197710482
194699	168	202324130
194699	173	207741226
194699	188	225202661
195552	567	809320381
195552	614	861830174
194912	185	293286088
196197	366	555724133
196197	414	626022193
194050	257	248377292
194050	263	254764751
194050	279	268995662
194050	282	272254126
194050	350	343743006
194050	375	362691132
194480	212	187401721
194480	244	213825295
194480	281	244621562
194480	394	351462762
194480	427	384122197
196364	1056	974759296
193998	270	274529369
194691	311	448727050
193999	1	769559
193999	11	11098733
193999	14	14696325
193999	14	14732356
194912	70	53812601
195163	263	376393051
195163	281	407621277
195163	288	418159696
194480	217	191305122
194480	730	661675870
194480	972	863390116
